No.,Case,"Amicus Curiae Briefs"
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","1.    Amicus Brief, BRIEF AMICI CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL AND CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA IN SUPPORT OF PETITIONER, November 19, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4882  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","2.    Amicus Brief, BRIEF OF AMICI CURIAE NATIONAL EMPLOYMENT LAWYERS ASSOCIATION, THE LEADERSHIP CONFERENCE ON CIVIL AND HUMAN RIGHTS ET AL., IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1898  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","3.    Amicus Brief, BRIEF OF AMICUS CURIAE AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1894  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","4.    Amicus Brief, BRIEF OF AMICUS CURIAE NEW ENGLAND LEGAL FOUNDATION IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1436  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","5.    Amicus Brief, BRIEF OF AMICUS CURIAE DRI - THE VOICE OF THE DEFENSE BAR IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1417  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","6.    Amicus Brief, BRIEF OF EMPLOYMENT LAW PROFESSORS AS AMICI CURIAE IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1895  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","7.    Amicus Brief, BRIEF OF AMICI CURIAE THE FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION AND ALLIANCE DEFENDING FREEDOM IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1851  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","8.    Amicus Brief, AMICUS CURIAE BRIEF OF THE NATIONAL SCHOOL BOARDS ASSOCIATION IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1445  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","9.    Amicus Brief, BRIEF OF THE CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA AND THE RETAIL LITIGATION CENTER AS AMICI CURIAE IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1407  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","10.    Amicus Brief, BRIEF OF THE NATIONAL EDUCATION ASSOCIATION AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1928  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","11.    Amicus Brief, BRIEF OF AMICI CURIAE COMMITTEE OF INTERNS AND RESIDENTS SEIU; DOCTORS COUNCIL SEIU; AND KOREAN AMERICAN MEDICAL ASSOCIATION IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1893  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","12.    Amicus Brief, BRIEF OF AMICUS CURIAE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1896  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","13.    Amicus Brief, Brief of the Washington Lawyers Committee for Civil Rights and Urban Affairs, the Employment Justice Center, and Employment Litigators as Amici Curiae in Support of Respondent, April 3, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1785  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","14.    Amicus Brief, BRIEF OF THE AMERICAN-ARAB ANTI-DISCRIMINATION COMMITTEE ET AL. AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1849  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","15.    Amicus Brief, BRIEF FOR AMICI CURIAE AMERICAN COUNCIL ON EDUCATION AND SIX OTHER HIGHER EDUCATION ORGANIZATIONS IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1418  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","16.    Amicus Brief, BRIEF AMICI CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL, NATIONAL FEDERATION OF INDEPENDENT BUSINESS SMALL BUSINESS LEGAL CENTER AND AMERICAN HOSPITAL ASSOCIATION IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1408  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","17.    Amicus Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING RESPONDENT, April 10, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1850  "
89,"Univ. of Tex. SW v. Nassar, 133 S.Ct. 2517 (2013)","18.    Amicus Brief, BRIEF OF AMICI CURIAE STATE OF MICHIGAN AND ELEVEN OTHER STATES IN SUPPORT OF PETITIONER, March 11, 2013, 2013 U.S. S. Ct. Briefs LEXIS 1416  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","1.    Amicus Brief, BRIEF OF AMICUS CURIAE NEW ENGLAND LEGAL FOUNDATION IN SUPPORT OF RESPONDENT, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4550  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","2.    Amicus Brief, BRIEF OF THE SOCIETY FOR HUMAN RESOURCE MANAGEMENT AND THE COLLEGE AND UNIVERSITY PROFESSIONAL ASSOCIATION FOR HUMAN RESOURCES AS AMICI CURIAE IN SUPPORT OF RESPONDENT, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4541  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","3.    Amicus Brief, BRIEF OF AMICUS CURIAE CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA IN SUPPORT OF RESPONDENT, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4588  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","4.    Amicus Brief, BRIEF AS AMICI CURIAE OF THE NATIONAL FEDERATION OF INDEPENDENT BUSINESS SMALL BUSINESS LEGAL CENTER AND THE RETAIL LITIGATION CENTER IN SUPPORT OF RESPONDENT, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4542  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","5.    Amicus Brief, BRIEF OF AMICI CURIAE AMERICAN COUNCIL ON EDUCATION AND OTHER HIGHER EDUCATION ORGANIZATIONS IN SUPPORT OF RESPONDENT, October 25, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4544  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","6.    Amicus Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE IN SUPPORT OF NEITHER PARTY, September 5, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3594  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","7.    Amicus Brief, BRIEF OF NATIONAL PARTNERSHIP FOR WOMEN & FAMILIES, ET AL., AS AMICI CURIAE IN SUPPORT OF PETITIONER, September 5, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3710  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","8.    Amicus Brief, BRIEF OF AMICI CURIAE NATIONAL EMPLOYMENT LAWYERS ASSOCIATION AND AARP IN SUPPORT OF PETITIONER, September 6, 2012, 2012 U.S. S. Ct. Briefs LEXIS 3680  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","9.    Amicus Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE, May 24, 2012, 2012 U.S. S. Ct. Briefs LEXIS 2240  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","10.    Amicus Brief, BRIEF OF AMICUS CURIAE NATIONAL RETAIL FEDERATION IN SUPPORT OF RESPONDENTS, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4618  "
90,"Vance v. Ball State University, 133 S.Ct. 2434 (2013)","11.    Amicus Brief, BRIEF AMICUS CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL IN SUPPORT OF RESPONDENT, October 26, 2012, 2012 U.S. S. Ct. Briefs LEXIS 4543 "
91,"Virginia v. Black, 538 U.S. 343 (2003)","1.    Amicus Brief, BRIEF OF ARIZONA, CALIFORNIA, GEORGIA, KANSAS, MASSACHUSETTS, MISSOURI, OKLAHOMA, UTAH, AND WASHINGTON AS AMICI CURIAE IN SUPPORT OF PETITIONER, February 28, 2002, 2002 U.S. S. Ct. Briefs LEXIS 1125  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","2.    Brief, BRIEF OF AMICUS CURIAE STATE OF CALIFORNIA IN SUPPORT OF PETITIONER, August 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 423  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","3.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE, August 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 428  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","4.    Brief, Brief of the States of New Jersey, Arizona, Connecticut, Iowa, Maryland, Massachusetts, Michigan, Nebraska, Nevada, North Carolina, Oklahoma, Oregon, Utah, and Vermont as Amici Curiae in Support of Petitioner, August 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 418  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","5.    Brief, BRIEF OF AMICUS CURIAE THE THOMAS JEFFERSON CENTER FOR THE PROTECTION OF FREE EXPRESSION In support of the Respondent, September 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 532  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","6.    Brief, BRIEF AMICUS CURIAE OF THE CRIMINAL JUSTICE LEGAL FOUNDATION IN SUPPORT OF PETITIONER, August 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 419  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","7.    Amicus Brief, MOTION of AMICUS CURIAE FOR LEAVE TO FILE AND BRIEF IN SUPPORT OF THE PETITION FOR WRIT OF CERTIORARI, February 22, 2002, 2002 U.S. S. Ct. Briefs LEXIS 1126  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","8.    Brief, BRIEF AMICI CURIAE OF ANTI-DEFAMATION LEAGUE, PEOPLE FOR THE AMERICAN WAY FOUNDATION, HUMAN RIGHTS CAMPAIGN, NATIONAL ASIAN PACIFIC AMERICAN LEGAL CONSORTIUM, NATIONAL CONFERENCE FOR COMMUNITY AND JUSTICE, ASIAN AMERICAN LEGAL DEFENSE AND EDUCATION FUND, HADASSAH, THE WOMEN'S ZIONIST ORGANIZATION OF AMERICA, INC., AMERICAN JEWISH COMMITTEE, JEWISH COUNCIL FOR PUBLIC AFFAIRS, COMMISSION OF SOCIAL ACTION OF REFORM JUDAISM, AMERICAN-ARAB ANTI-DISCRIMINATION COMMITTEE, NATIONAL GAY AND LESBIAN TASK FORCE, NATIONAL COUNCIL OF JEWISH WOMEN, INC., AND LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW OF THE BOSTON BAR ASSOCIATION, IN SUPPORT OF NEITHER PARTY, August 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 417  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","9.    Brief, BRIEF OF AMICUS CURIAE COUNCIL OF CONSERVATIVE CITIZENS FILED IN SUPPORT OF RESPONDENTS, September 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 528  "
91,"Virginia v. Black, 538 U.S. 343 (2003)","10.    Brief, BRIEF AMICUS CURIAE OF THE RUTHERFORD INSTITUTE IN SUPPORT OF RESPONDENTS, September 9, 2002, 2002 U.S. S. Ct. Briefs LEXIS 525 "
92,"Voinovich v. Quilter, 507 U.S. 146 (1993)","1.    Brief, BRIEF AMICI CURIAE ON BEHALF OF CONGRESSMAN LOUIS STOKES (OH), CONGRESSMAN ALAN WHEAT (MO), CONGRESSMAN MIKE ESPY (MS), CONGRESSMAN CRAIG A. WASHINGTON (TX), WILLIE L. BROWN, SPEAKER OF THE CALIFORNIA ASSEMBLY, DANIEL T. BLUE, JR., SPEAKER OF THE NORTH CAROLINA HOUSE OF REPRESENTATIVES, LOIS DeBERRY, SPEAKER PRO TEMPORE OF THE TENNESSEE HOUSE OF REPRESENTATIVES, LARRY E. TRUJILLO, SR., MINORITY LEADER OF THE COLORADO SENATE, STATE SENATOR ALBERT R. WYNN (MD), STATE SENATOR HARDY WILLIAMS (PA) IN SUPPORT OF THE APPELLEES, September 11, 1992, 1992 U.S. S. Ct. Briefs LEXIS 696  "
92,"Voinovich v. Quilter, 507 U.S. 146 (1993)","2.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING APPELLANTS, July 31, 1992, 1992 U.S. S. Ct. Briefs LEXIS 699  "
92,"Voinovich v. Quilter, 507 U.S. 146 (1993)","3.    Brief, BRIEF AMICI CURIAE IN SUPPORT OF APPELLEES OF THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., THE MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, THE NATIONAL ASIAN PACIFIC AMERICAN LEGAL CONSORTIUM, THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW, AND THE PUERTO RICAN LEGAL DEFENSE AND EDUCATION FUND, INC., September 8, 1992, 1992 U.S. S. Ct. Briefs LEXIS 697  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","1.    BRIEF OF AMICUS CURIAE, November 4, 1988, 1988 U.S. S. Ct. Briefs LEXIS 265  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","2.    Brief, BRIEF FOR THE AMERICAN CIVIL LIBERTIES UNION, NATIONAL WOMEN'S LAW CENTER, NOW LEGAL DEFENSE AND EDUCATION FUND, WOMEN'S LEGAL DEFENSE FUND, AMICI CURIAE, ON BEHALF OF RESPONDENTS, November 4, 1988, 1988 U.S. S. Ct. Briefs LEXIS 312  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","3.    Brief, BRIEF FOR THE CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA AS AMICUS CURIAE SUPPORTING PETITIONERS, September 9, 1988, 1988 U.S. S. Ct. Briefs LEXIS 267  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","4.    Brief, BRIEF FOR THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE IN SUPPORT OF THE RESPONDENTS, November 4, 1988, 1988 U.S. S. Ct. Briefs LEXIS 313  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","5.    Brief, BRIEF FOR THE AMERICAN SOCIETY FOR PERSONNEL ADMINISTRATION AS AMICUS CURIAE SUPPORTING PETITIONERSOf Counsel: BREED, ABBOTT & MORGAN, September 9, 1988, 1988 U.S. S. Ct. Briefs LEXIS 260  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","6.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONERS, September 9, 1988, 1988 U.S. S. Ct. Briefs LEXIS 263  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","7.    Brief, BRIEF FOR THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., THE MEXICAN AMERICAN LEGAL DEFENSE AND EDUCATIONAL FUND, AND THE PUERTO RICAN LEGAL DEFENSE AND EDUCATION FUND AS AMICI CURIAE SUPPORTING RESPONDENTS, November 4, 1988, 1988 U.S. S. Ct. Briefs LEXIS 314  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","8.    Brief, BRIEF FOR THE CENTER FOR CIVIL RIGHTS AS AMICUS CURIAE IN SUPPORT OF PETITIONERS, September 9, 1988, 1988 U.S. S. Ct. Briefs LEXIS 261  "
93,"Wards Cove Packing Co., Inc. v. Atonio, 490 U.S. 642 (1989)","9.    Brief, BRIEF AMICUS CURIAE OF THE EQUAL EMPLOYMENT ADVISORY COUNCIL IN SUPPORT OF THE PETITIONERS, September 9, 1988, 1988 U.S. S. Ct. Briefs LEXIS 262  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","1.    Brief, BRIEF AMICUS CURIAE OF THE CHICAGO LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW, INC. IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 177  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","2.    Brief, BRIEF AMICUS CURIAE OF THE WISCONSIN ASSOCIATION OF CRIMINAL DEFENSE LAWYERS (WACDL) IN SUPPORT OF RESPONDENT, March 10, 1993, 1993 U.S. S. Ct. Briefs LEXIS 196  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","3.    Brief, BRIEF OF THE REASON FOUNDATION AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 170  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","4.    Brief, BRIEF OF CENTER FOR INDIVIDUAL RIGHTS AS AMICUS CURIAE IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 171  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","5.    Brief, BRIEF FOR THE UNITED STATES AS AMICUS CURIAE SUPPORTING PETITIONER, January 27, 1993, 1993 U.S. S. Ct. Briefs LEXIS 179  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","6.    Brief, BRIEF OF THE OHIO PUBLIC DEFENDER AS AMICUS CURIAE IN SUPPORT OF RESPONDENT TODD MITCHELL, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 158  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","7.    Brief, BRIEF AMICUS CURIAE OF THE CALIFORNIA ATTORNEYS FOR CRIMINAL JUSTICE IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 159  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","8.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION OF OHIO IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 195  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","9.    Brief, BRIEF OF THE CITIES OF ATLANTA, BALTIMORE, BOSTON, CHICAGO, CLEVELAND, LOS ANGELES, NEW YORK, PHILADELPHIA, AND SAN FRANCISCO, AS AMICI CURIAE IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 174  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","10.    Brief, BRIEF OF THE APPELLATE COMMITTEE OF THE CALIFORNIA DISTRICT ATTORNEYS ASSOCIATION AMICUS CURIAE IN SUPPORT OF THE STATE OF WISCONSIN, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 163  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","11.    Brief, AMICUS CURIAE BRIEF OF THE WISCONSIN FREEDOM OF INFORMATION COUNCIL IN SUPPORT OF THE RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 169  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","12.    Brief, BRIEF FOR THE LAWYERS' COMMITTEE FOR CIVIL RIGHTS UNDER LAW AS AMICUS CURIAE, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 166  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","13.    Brief, Brief of Amici Curiae States of Ohio, Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wyoming, and The District of Columbia In Support of Petitioner, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 175  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","14.    Brief, BRIEF OF THE NATIONAL ASIAN PACIFIC AMERICAN LEGAL CONSORTIUM, ET AL., AS AMICI CURIAE IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 164  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","15.    Brief, BRIEF OF AMICUS CURIAE THE JEWISH ADVOCACY CENTER In Support of Petitioner, January 27, 1993, 1993 U.S. S. Ct. Briefs LEXIS 167  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","16.    Brief, BRIEF AMICI CURIAE OF THE CALIFORNIA ASSOCIATION OF HUMAN RIGHTS ORGANIZATIONS, CENTER FOR DEMOCRATIC RENEWAL, COMMUNITY UNITED AGAINST VIOLENCE, HUMAN RIGHTS/FAIR HOUSING COMMISSION OF THE CITY AND COUNTY OF SACRAMENTO (CALIFORNIA), INTERNATIONAL ASSOCIATION OF OFFICIAL HUMAN RIGHTS AGENCIES, LOS ANGELES COUNTY HUMAN RELATIONS COMMISSION, NATIONAL ASSOCIATION OF HUMAN RIGHTS WORKERS, NATIONAL VICTIM CENTER, NEW YORK CITY GAY AND LESBIAN ANTI-VIOLENCE PROJECT, NORTH CAROLINIANS AGAINST RACIST AND RELIGIOUS VIOLENCE AND SANTA CLARA COUNTY (CALIFORNIA) HUMAN RELATIONS COMMISSION IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 228  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","17.    Brief, BRIEF AMICUS CURIAE IN SUPPORT OF PETITIONER OF THE CROWN HEIGHTS COALITION, THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC., AND THE AMERICAN JEWISH COMMITTEE, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 173  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","18.    Brief, BRIEF AMICUS CURIAE OF WISCONSIN INTER-RACIAL AND INTER-FAITH COALITION FOR FREEDOM OF THOUGHT IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 160  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","19.    Brief, BRIEF AMICUS CURIAE OF THE AMERICAN CIVIL LIBERTIES UNION IN SUPPORT OF PETITIONER, January 27, 1993, 1993 U.S. S. Ct. Briefs LEXIS 178  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","20.    Brief, BRIEF OF AMICI CURIAE THE ANTI-DEFAMATION LEAGUE, PEOPLE FOR THE AMERICAN WAY, THE AMERICAN JEWISH CONGRESS, THE CENTER FOR CONSTITUTIONAL RIGHTS, THE CENTER FOR WOMEN POLICY STUDIES, THE FRATERNAL ORDER OF POLICE, THE HUMAN RIGHTS CAMPAIGN FUND, THE INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE, THE NATIONAL COUNCIL OF JEWISH WOMEN, THE NATIONAL GAY AND LESBIAN TASK FORCE, THE NATIONAL INSTITUTE AGAINST PREJUDICE & VIOLENCE, THE NATIONAL JEWISH COMMUNITY RELATIONS ADVISORY COUNCIL, THE NATIONAL ORGANIZATION OF BLACK LAW ENFORCEMENT EXECUTIVES, THE POLICE EXECUTIVE RESEARCH FORUM, THE SOUTHERN POVERTY LAW CENTER, AND THE UNION OF AMERICAN HEBREW CONGREGATIONS, IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 162  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","21.    Brief, BRIEF OF THE NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS, AND THE OHIO, FLORIDA, MISSOURI AND NEW YORK STATE ASSOCIATIONS OF CRIMINAL DEFENSE LAWYERS AS AMICI CURIAE IN SUPPORT OF RESPONDENT, March 1, 1993, 1993 U.S. S. Ct. Briefs LEXIS 125  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","22.    Brief, Brief For Members Of Congress Charles E. Schumer, F. James Sensenbrenner, Jr., Steven Schiff, Patricia Schroeder, Peter Deutsch, Carolyn B. Maloney, Norman Y. Mineta, Bill Richardson, Pat Williams, Fortney H. (Pete) Stark, Dan Glickman, Jerrold Nadler, Romano L. Mazzoli, William J. Hughes, Mel Reynolds, Walter R. Tucker III, Martin Frost, Kweisi Mfume, David A. Levy, Bobby L. Rush, William Clay, George E. Sangmeister, Constance A. Morella, Frank Pallone, Jr., Major R. Owens, Julian C. Dixon, Cardiss Collins, Robert A. Underwood, Albert Russell Wynn, Jim Ramstad, Robert C. Scott, Nydia M. Velazquez, Howard L. Berman, Gerry E. Studds, Robert G. Torricelli As Amici Curiae Supporting Petitioner, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 176  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","23.    Brief, BRIEF FOR LAWYERS' COMMITTEE FOR CIVIL RIGHTS OF THE SAN FRANCISCO BAY AREA AS AMICUS CURIAE IN SUPPORT OF PETITIONER THE STATE OF WISCONSIN, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 224  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","24.    Brief, BRIEF OF THE NATIONAL CONFERENCE OF STATE LEGISLATURES, U.S. CONFERENCE OF MAYORS, NATIONAL GOVERNORS' ASSOCIATION, INTERNATIONAL CITY/COUNTY MANAGEMENT ASSOCIATION, NATIONAL ASSOCIATION OF COUNTIES, COUNCIL OF STATE GOVERNMENTS, NATIONAL INSTITUTE OF MUNICIPAL LAW OFFICERS, AND NATIONAL LEAGUE OF CITIES AS AMICI CURIAE IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 161  "
94,"Wisconsin v. Mitchell, 508 U.S. 476 (1993)","25.    Brief, BRIEF AMICUS CURIAE OF THE CRIMINAL JUSTICE LEGAL FOUNDATION IN SUPPORT OF PETITIONER, January 28, 1993, 1993 U.S. S. Ct. Briefs LEXIS 165  "
